3.521781773801813675e-01, 1.016091949462890609e-01
8.857412140895710995e-02, 6.138791275024414046e-02
5.510204328977046789e-02, 5.564262695312500312e-02
4.139782587422969479e-02, 4.062211570739746036e-02
3.837187802220912852e-02, 3.846738815307617493e-02
2.796839201386938645e-02, 3.362342977523803678e-02
3.188990912538893635e-02, 3.514759273529052819e-02
2.439922221163486060e-02, 4.003216018676757776e-02
2.006350160437695568e-02, 2.923704090118408108e-02
1.994576990762923774e-02, 3.177021408081054377e-02
